date,water_level
2004-07-06,198
2004-07-07,188
2004-07-08,183
2004-07-09,183
2004-07-10,214
2004-07-11,222
2004-07-12,226
2004-07-13,231
2004-07-14,230
2004-07-15,227
2004-07-16,228
2004-07-17,223
2004-07-18,226
2004-07-19,222
2004-07-20,226
2004-07-21,215
2004-07-22,219
2004-07-23,205
2004-07-24,203
2004-07-25,203
2004-07-26,215
2004-07-27,213
2004-07-28,216
2004-07-29,219
2004-07-30,206
2004-07-31,193
2004-08-01,184
2004-08-02,177
2004-08-03,173
2004-08-04,161
2004-08-05,161
2004-08-06,153
2004-08-07,150
2004-08-08,145
2004-08-09,157
2004-08-10,161
2004-08-11,149
2004-08-12,164
2004-08-13,161
2004-08-14,159
2004-08-15,179
2004-08-16,188
2004-08-17,197
2004-08-18,190
2004-08-19,195
2004-08-20,197
2004-08-21,203
2004-08-22,190
2004-08-23,201
2004-08-24,201
2004-08-25,197
2004-08-26,201
2004-08-27,222
2004-08-28,242
2004-08-29,245
2004-08-30,269
2004-08-31,294
2004-09-01,280
2004-09-02,270
2004-09-03,262
2004-09-04,241
2004-09-05,225
2004-09-06,211
2004-09-07,200
2004-09-08,185
2004-09-09,170
2004-09-10,160
2004-09-11,149
2004-09-12,152
2004-09-13,145
2004-09-14,139
2004-09-15,141
2004-09-16,136
2004-09-17,129
2004-09-18,131
2004-09-19,130
2004-09-20,130
2004-09-21,124
2004-09-22,113
2004-09-23,125
2004-09-24,149
2004-09-25,171
2004-09-26,182
2004-09-27,185
2004-09-28,199
2004-09-29,203
2004-09-30,197
2004-10-01,191
2004-10-02,182
2004-10-03,173
2004-10-04,173
2004-10-05,163
2004-10-06,155
2004-10-07,147
2004-10-08,141
2004-10-09,136
2004-10-10,138
2004-10-11,138
2004-10-12,150
2004-10-13,166
2004-10-14,186
2004-10-15,185
2004-10-16,174
2004-10-17,172
2004-10-18,176
2004-10-19,197
2004-10-20,205
2004-10-21,221
2004-10-22,233
2004-10-23,250
2004-10-24,243
2004-10-25,231
2004-10-26,214
2004-10-27,200
2004-10-28,190
2004-10-29,209
2004-10-30,294
2004-10-31,311
2004-11-01,313
2004-11-02,328
2004-11-03,301
2004-11-04,272
2004-11-05,253
2004-11-06,242
2004-11-07,234
2004-11-08,232
2004-11-09,218
2004-11-10,205
2004-11-11,203
2004-11-12,205
2004-11-13,204
2004-11-14,202
2004-11-15,192
2004-11-16,190
2004-11-17,183
2004-11-18,177
2004-11-19,214
2004-11-20,264
2004-11-21,282
2004-11-22,269
2004-11-23,262
2004-11-24,261
2004-11-25,254
2004-11-26,248
2004-11-27,248
2004-11-28,241
2004-11-29,226
2004-11-30,212
2004-12-01,195
2004-12-02,195
2004-12-03,189
2004-12-04,183
2004-12-05,178
2004-12-06,180
2004-12-07,174
2004-12-08,169
2004-12-09,159
2004-12-10,155
2004-12-11,151
2004-12-12,146
2004-12-13,138
2004-12-14,132
2004-12-15,128
2004-12-16,122
2004-12-17,120
2004-12-18,130
2004-12-19,141
2004-12-20,177
2004-12-21,224
2004-12-22,249
2004-12-23,253
2004-12-24,227
2004-12-25,219
2004-12-26,247
2004-12-27,315
2004-12-28,347
2004-12-29,340
2004-12-30,312
2004-12-31,289
2005-01-01,268
2005-01-02,252
2005-01-03,253
2005-01-04,260
2005-01-05,275
2005-01-06,291
2005-01-07,285
2005-01-08,294
2005-01-09,297
2005-01-10,301
2005-01-11,286
2005-01-12,267
2005-01-13,257
2005-01-14,243
2005-01-15,235
2005-01-16,229
2005-01-17,219
2005-01-18,209
2005-01-19,207
2005-01-20,224
2005-01-21,284
2005-01-22,356
2005-01-23,424
2005-01-24,494
2005-01-25,473
2005-01-26,420
2005-01-27,367
2005-01-28,330
2005-01-29,300
2005-01-30,278
2005-01-31,258
2005-02-01,245
2005-02-02,237
2005-02-03,240
2005-02-04,250
2005-02-05,249
2005-02-06,246
2005-02-07,243
2005-02-08,232
2005-02-09,215
2005-02-10,201
2005-02-11,197
2005-02-12,226
2005-02-13,295
2005-02-14,447
2005-02-15,600
2005-02-16,654
2005-02-17,614
2005-02-18,547
2005-02-19,492
2005-02-20,433
2005-02-21,392
2005-02-22,364
2005-02-23,342
2005-02-24,326
2005-02-25,311
2005-02-26,290
2005-02-27,274
2005-02-28,259
2005-03-01,243
2005-03-02,230
2005-03-03,219
2005-03-04,214
2005-03-05,209
2005-03-06,205
2005-03-07,199
2005-03-08,194
2005-03-09,186
2005-03-10,189
2005-03-11,193
2005-03-12,217
2005-03-13,239
2005-03-14,268
2005-03-15,293
2005-03-16,280
2005-03-17,270
2005-03-18,289
2005-03-19,339
2005-03-20,386
2005-03-21,405
2005-03-22,390
2005-03-23,379
2005-03-24,359
2005-03-25,341
2005-03-26,329
2005-03-27,328
2005-03-28,351
2005-03-29,360
2005-03-30,360
2005-03-31,358
2005-04-01,361
2005-04-02,370
2005-04-03,370
2005-04-04,342
2005-04-05,317
2005-04-06,297
2005-04-07,279
2005-04-08,274
2005-04-09,289
2005-04-10,296
2005-04-11,349
2005-04-12,355
2005-04-13,346
2005-04-14,328
2005-04-15,309
2005-04-16,296
2005-04-17,282
2005-04-18,275
2005-04-19,275
2005-04-20,311
2005-04-21,395
2005-04-22,445
2005-04-23,473
2005-04-24,468
2005-04-25,439
2005-04-26,413
2005-04-27,406
2005-04-28,432
2005-04-29,426
2005-04-30,410
2005-05-01,387
2005-05-02,365
2005-05-03,345
2005-05-04,325
2005-05-05,311
2005-05-06,319
2005-05-07,330
2005-05-08,350
2005-05-09,377
2005-05-10,400
2005-05-11,410
2005-05-12,404
2005-05-13,377
2005-05-14,352
2005-05-15,333
2005-05-16,341
2005-05-17,339
2005-05-18,324
2005-05-19,315
2005-05-20,318
2005-05-21,314
2005-05-22,298
2005-05-23,295
2005-05-24,293
2005-05-25,296
2005-05-26,311
2005-05-27,328
2005-05-28,315
2005-05-29,294
2005-05-30,284
2005-05-31,279
2005-06-01,278
2005-06-02,270
2005-06-03,271
2005-06-04,264
2005-06-05,263
2005-06-06,259
2005-06-07,257
2005-06-08,261
2005-06-09,256
2005-06-10,249
2005-06-11,246
2005-06-12,241
2005-06-13,231
2005-06-14,224
2005-06-15,213
2005-06-16,206
2005-06-17,208
2005-06-18,209
2005-06-19,210
2005-06-20,204
2005-06-21,195
2005-06-22,185
2005-06-23,179
2005-06-24,177
2005-06-25,176
2005-06-26,172
2005-06-27,172
2005-06-28,183
2005-06-29,180
2005-06-30,189
2005-07-01,225
2005-07-02,232
2005-07-03,226
2005-07-04,221
2005-07-05,215
2005-07-06,207
2005-07-07,206
2005-07-08,204
2005-07-09,225
2005-07-10,230
2005-07-11,226
2005-07-12,225
2005-07-13,214
2005-07-14,209
2005-07-15,205
2005-07-16,201
2005-07-17,191
2005-07-18,179
2005-07-19,172
2005-07-20,162
2005-07-21,157
2005-07-22,163
2005-07-23,174
2005-07-24,175
2005-07-25,169
2005-07-26,173
2005-07-27,167
2005-07-28,174
2005-07-29,188
2005-07-30,195
2005-07-31,195
2005-08-01,193
2005-08-02,198
2005-08-03,183
2005-08-04,164
2005-08-05,164
2005-08-06,182
2005-08-07,224
2005-08-08,220
2005-08-09,206
2005-08-10,196
2005-08-11,193
2005-08-12,192
2005-08-13,186
2005-08-14,181
2005-08-15,189
2005-08-16,201
2005-08-17,195
2005-08-18,185
2005-08-19,198
2005-08-20,209
2005-08-21,194
2005-08-22,192
2005-08-23,194
2005-08-24,220
2005-08-25,278
2005-08-26,380
2005-08-27,421
2005-08-28,408
2005-08-29,378
2005-08-30,360
2005-08-31,344
2005-09-01,338
2005-09-02,325
2005-09-03,314
2005-09-04,305
2005-09-05,294
2005-09-06,280
2005-09-07,257
2005-09-08,240
2005-09-09,228
2005-09-10,220
2005-09-11,212
2005-09-12,217
2005-09-13,236
2005-09-14,264
2005-09-15,267
2005-09-16,258
2005-09-17,246
2005-09-18,236
2005-09-19,224
2005-09-20,222
2005-09-21,225
2005-09-22,208
2005-09-23,194
2005-09-24,177
2005-09-25,165
2005-09-26,157
2005-09-27,152
2005-09-28,145
2005-09-29,144
2005-09-30,133
2005-10-01,130
2005-10-02,141
2005-10-03,152
2005-10-04,164
2005-10-05,180
2005-10-06,208
2005-10-07,226
2005-10-08,240
2005-10-09,232
2005-10-10,213
2005-10-11,200
2005-10-12,184
2005-10-13,169
2005-10-14,159
2005-10-15,148
2005-10-16,142
2005-10-17,132
2005-10-18,127
2005-10-19,117
2005-10-20,119
2005-10-21,110
2005-10-22,112
2005-10-23,121
2005-10-24,122
2005-10-25,125
2005-10-26,127
2005-10-27,132
2005-10-28,127
2005-10-29,114
2005-10-30,112
2005-10-31,106
2005-11-01,107
2005-11-02,101
2005-11-03,100
2005-11-04,104
2005-11-05,108
2005-11-06,120
2005-11-07,121
2005-11-08,128
2005-11-09,121
2005-11-10,117
2005-11-11,105
2005-11-12,102
2005-11-13,97
2005-11-14,95
2005-11-15,91
2005-11-16,101
2005-11-17,93
2005-11-18,95
2005-11-19,101
2005-11-20,93
2005-11-21,90
2005-11-22,86
2005-11-23,86
2005-11-24,81
2005-11-25,85
2005-11-26,86
2005-11-27,84
2005-11-28,83
2005-11-29,82
2005-11-30,85
2005-12-01,84
2005-12-02,86
2005-12-03,91
2005-12-04,88
2005-12-05,106
2005-12-06,146
2005-12-07,204
2005-12-08,223
2005-12-09,212
2005-12-10,199
2005-12-11,181
2005-12-12,160
2005-12-13,150
2005-12-14,136
2005-12-15,127
2005-12-16,120
2005-12-17,132
2005-12-18,150
2005-12-19,166
2005-12-20,194
2005-12-21,193
2005-12-22,182
2005-12-23,170
2005-12-24,165
2005-12-25,163
2005-12-26,165
2005-12-27,162
2005-12-28,160
2005-12-29,157
2005-12-30,147
2005-12-31,136
2006-01-01,128
2006-01-02,129
2006-01-03,177
2006-01-04,255
2006-01-05,271
2006-01-06,237
2006-01-07,211
2006-01-08,190
2006-01-09,174
2006-01-10,157
2006-01-11,147
2006-01-12,141
2006-01-13,128
2006-01-14,125
2006-01-15,120
2006-01-16,111
2006-01-17,104
2006-01-18,106
2006-01-19,111
2006-01-20,139
2006-01-21,179
2006-01-22,203
2006-01-23,213
2006-01-24,211
2006-01-25,200
2006-01-26,185
2006-01-27,163
2006-01-28,151
2006-01-29,139
2006-01-30,133
2006-01-31,125
2006-02-01,119
2006-02-02,109
2006-02-03,104
2006-02-04,99
2006-02-05,98
2006-02-06,100
2006-02-07,95
2006-02-08,94
2006-02-09,99
2006-02-10,121
2006-02-11,136
2006-02-12,144
2006-02-13,134
2006-02-14,116
2006-02-15,105
2006-02-16,105
2006-02-17,146
2006-02-18,293
2006-02-19,448
2006-02-20,514
2006-02-21,508
2006-02-22,455
2006-02-23,402
2006-02-24,358
2006-02-25,314
2006-02-26,287
2006-02-27,259
2006-02-28,234
2006-03-01,219
2006-03-02,206
2006-03-03,196
2006-03-04,187
2006-03-05,180
2006-03-06,192
2006-03-07,253
2006-03-08,261
2006-03-09,260
2006-03-10,283
2006-03-11,479
2006-03-12,637
2006-03-13,694
2006-03-14,669
2006-03-15,596
2006-03-16,508
2006-03-17,434
2006-03-18,379
2006-03-19,346
2006-03-20,320
2006-03-21,295
2006-03-22,278
2006-03-23,266
2006-03-24,270
2006-03-25,286
2006-03-26,314
2006-03-27,346
2006-03-28,401
2006-03-29,479
2006-03-30,513
2006-03-31,541
2006-04-01,605
2006-04-02,657
2006-04-03,658
2006-04-04,648
2006-04-05,625
2006-04-06,599
2006-04-07,557
2006-04-08,521
2006-04-09,497
2006-04-10,479
2006-04-11,456
2006-04-12,441
2006-04-13,478
2006-04-14,528
2006-04-15,530
2006-04-16,512
2006-04-17,500
2006-04-18,502
2006-04-19,501
2006-04-20,495
2006-04-21,480
2006-04-22,460
2006-04-23,439
2006-04-24,419
2006-04-25,401
2006-04-26,392
2006-04-27,377
2006-04-28,373
2006-04-29,370
2006-04-30,378
2006-05-01,384
2006-05-02,393
2006-05-03,393
2006-05-04,374
2006-05-05,350
2006-05-06,323
2006-05-07,305
2006-05-08,291
2006-05-09,288
2006-05-10,287
2006-05-11,288
2006-05-12,309
2006-05-13,331
2006-05-14,328
2006-05-15,330
2006-05-16,321
2006-05-17,311
2006-05-18,333
2006-05-19,350
2006-05-20,344
2006-05-21,346
2006-05-22,366
2006-05-23,378
2006-05-24,374
2006-05-25,370
2006-05-26,361
2006-05-27,370
2006-05-28,417
2006-05-29,470
2006-05-30,474
2006-05-31,458
2006-06-01,463
2006-06-02,499
2006-06-03,518
2006-06-04,509
2006-06-05,499
2006-06-06,471
2006-06-07,442
2006-06-08,418
2006-06-09,391
2006-06-10,370
2006-06-11,348
2006-06-12,327
2006-06-13,305
2006-06-14,294
2006-06-15,272
2006-06-16,266
2006-06-17,261
2006-06-18,259
2006-06-19,256
2006-06-20,260
2006-06-21,261
2006-06-22,257
2006-06-23,256
2006-06-24,250
2006-06-25,251
2006-06-26,249
2006-06-27,248
2006-06-28,261
2006-06-29,251
2006-06-30,240
2006-07-01,253
2006-07-02,257
2006-07-03,246
2006-07-04,238
2006-07-05,221
2006-07-06,212
2006-07-07,205
2006-07-08,207
2006-07-09,228
2006-07-10,235
2006-07-11,234
2006-07-12,219
2006-07-13,201
2006-07-14,190
2006-07-15,190
2006-07-16,180
2006-07-17,177
2006-07-18,168
2006-07-19,157
2006-07-20,151
2006-07-21,148
2006-07-22,138
2006-07-23,134
2006-07-24,134
2006-07-25,138
2006-07-26,138
2006-07-27,135
2006-07-28,126
2006-07-29,125
2006-07-30,136
2006-07-31,138
2006-08-01,138
2006-08-02,137
2006-08-03,138
2006-08-04,146
2006-08-05,160
2006-08-06,159
2006-08-07,178
2006-08-08,174
2006-08-09,189
2006-08-10,206
2006-08-11,205
2006-08-12,197
2006-08-13,199
2006-08-14,203
2006-08-15,204
2006-08-16,232
2006-08-17,261
2006-08-18,269
2006-08-19,264
2006-08-20,273
2006-08-21,255
2006-08-22,246
2006-08-23,229
2006-08-24,218
2006-08-25,221
2006-08-26,218
2006-08-27,227
2006-08-28,232
2006-08-29,234
2006-08-30,249
2006-08-31,306
2006-09-01,340
2006-09-02,343
2006-09-03,336
2006-09-04,319
2006-09-05,298
2006-09-06,267
2006-09-07,249
2006-09-08,233
2006-09-09,218
2006-09-10,209
2006-09-11,202
2006-09-12,198
2006-09-13,194
2006-09-14,185
2006-09-15,179
2006-09-16,168
2006-09-17,163
2006-09-18,158
2006-09-19,169
2006-09-20,216
2006-09-21,304
2006-09-22,352
2006-09-23,344
2006-09-24,308
2006-09-25,279
2006-09-26,255
2006-09-27,232
2006-09-28,246
2006-09-29,277
2006-09-30,289
2006-10-01,278
2006-10-02,260
2006-10-03,245
2006-10-04,258
2006-10-05,375
2006-10-06,477
2006-10-07,521
2006-10-08,522
2006-10-09,438
2006-10-10,400
2006-10-11,362
2006-10-12,323
2006-10-13,293
2006-10-14,272
2006-10-15,253
2006-10-16,239
2006-10-17,223
2006-10-18,208
2006-10-19,196
2006-10-20,189
2006-10-21,187
2006-10-22,183
2006-10-23,179
2006-10-24,185
2006-10-25,180
2006-10-26,216
2006-10-27,298
2006-10-28,265
2006-10-29,225
2006-10-30,201
2006-10-31,187
2006-11-01,175
2006-11-02,169
2006-11-03,162
2006-11-04,160
2006-11-05,149
2006-11-06,143
2006-11-07,142
2006-11-08,137
2006-11-09,131
2006-11-10,130
2006-11-11,124
2006-11-12,132
2006-11-13,129
2006-11-14,137
2006-11-15,156
2006-11-16,171
2006-11-17,177
2006-11-18,182
2006-11-19,177
2006-11-20,178
2006-11-21,179
2006-11-22,193
2006-11-23,203
2006-11-24,232
2006-11-25,281
2006-11-26,317
2006-11-27,299
2006-11-28,279
2006-11-29,254
2006-11-30,225
2006-12-01,207
2006-12-02,189
2006-12-03,185
2006-12-04,177
2006-12-05,174
2006-12-06,186
2006-12-07,235
2006-12-08,259
2006-12-09,273
2006-12-10,313
2006-12-11,319
2006-12-12,321
2006-12-13,339
2006-12-14,336
2006-12-15,316
2006-12-16,293
2006-12-17,271
2006-12-18,251
2006-12-19,236
2006-12-20,223
2006-12-21,214
2006-12-22,205
2006-12-23,192
2006-12-24,185
2006-12-25,177
2006-12-26,170
2006-12-27,165
2006-12-28,155
2006-12-29,153
2006-12-30,142
2006-12-31,142
2007-01-01,141
2007-01-02,158
2007-01-03,220
2007-01-04,265
2007-01-05,318
2007-01-06,335
2007-01-07,332
2007-01-08,344
2007-01-09,374
2007-01-10,375
2007-01-11,385
2007-01-12,389
2007-01-13,395
2007-01-14,403
2007-01-15,392
2007-01-16,365
2007-01-17,336
2007-01-18,311
2007-01-19,333
2007-01-20,462
2007-01-21,533
2007-01-22,552
2007-01-23,533
2007-01-24,498
2007-01-25,444
2007-01-26,397
2007-01-27,362
2007-01-28,325
2007-01-29,308
2007-01-30,296
2007-01-31,290
2007-02-01,298
2007-02-02,303
2007-02-03,292
2007-02-04,277
2007-02-05,261
2007-02-06,248
2007-02-07,237
2007-02-08,232
2007-02-09,236
2007-02-10,266
2007-02-11,302
2007-02-12,326
2007-02-13,373
2007-02-14,486
2007-02-15,551
2007-02-16,567
2007-02-17,567
2007-02-18,551
2007-02-19,507
2007-02-20,458
2007-02-21,412
2007-02-22,374
2007-02-23,346
2007-02-24,317
2007-02-25,306
2007-02-26,310
2007-02-27,342
2007-02-28,363
2007-03-01,404
2007-03-02,471
2007-03-03,600
2007-03-04,661
2007-03-05,701
2007-03-06,694
2007-03-07,643
2007-03-08,597
2007-03-09,558
2007-03-10,519
2007-03-11,474
2007-03-12,442
2007-03-13,414
2007-03-14,386
2007-03-15,362
2007-03-16,345
2007-03-17,327
2007-03-18,313
2007-03-19,303
2007-03-20,297
2007-03-21,305
2007-03-22,308
2007-03-23,313
2007-03-24,329
2007-03-25,378
2007-03-26,426
2007-03-27,427
2007-03-28,437
2007-03-29,408
2007-03-30,388
2007-03-31,372
2007-04-01,359
2007-04-02,378
2007-04-03,371
2007-04-04,347
2007-04-05,323
2007-04-06,305
2007-04-07,294
2007-04-08,285
2007-04-09,274
2007-04-10,263
2007-04-11,250
2007-04-12,244
2007-04-13,233
2007-04-14,222
2007-04-15,218
2007-04-16,212
2007-04-17,205
2007-04-18,200
2007-04-19,200
2007-04-20,193
2007-04-21,194
2007-04-22,193
2007-04-23,192
2007-04-24,188
2007-04-25,178
2007-04-26,175
2007-04-27,171
2007-04-28,167
2007-04-29,161
2007-04-30,159
2007-05-01,159
2007-05-02,161
2007-05-03,154
2007-05-04,156
2007-05-05,146
2007-05-06,146
2007-05-07,147
2007-05-08,157
2007-05-09,174
2007-05-10,198
2007-05-11,214
2007-05-12,247
2007-05-13,247
2007-05-14,227
2007-05-15,205
2007-05-16,198
2007-05-17,205
2007-05-18,226
2007-05-19,244
2007-05-20,254
2007-05-21,287
2007-05-22,294
2007-05-23,282
2007-05-24,263
2007-05-25,252
2007-05-26,245
2007-05-27,241
2007-05-28,238
2007-05-29,239
2007-05-30,234
2007-05-31,269
2007-06-01,368
2007-06-02,376
2007-06-03,349
2007-06-04,337
2007-06-05,331
2007-06-06,329
2007-06-07,310
2007-06-08,295
2007-06-09,283
2007-06-10,273
2007-06-11,273
2007-06-12,291
2007-06-13,287
2007-06-14,282
2007-06-15,285
2007-06-16,282
2007-06-17,282
2007-06-18,298
2007-06-19,321
2007-06-20,326
2007-06-21,305
2007-06-22,327
2007-06-23,345
2007-06-24,362
2007-06-25,399
2007-06-26,389
2007-06-27,373
2007-06-28,361
2007-06-29,347
2007-06-30,342
2007-07-01,338
2007-07-02,328
2007-07-03,303
2007-07-04,297
2007-07-05,318
2007-07-06,376
2007-07-07,398
2007-07-08,428
2007-07-09,424
2007-07-10,407
2007-07-11,399
2007-07-12,397
2007-07-13,394
2007-07-14,398
2007-07-15,400
2007-07-16,400
2007-07-17,361
2007-07-18,337
2007-07-19,319
2007-07-20,311
2007-07-21,312
2007-07-22,304
2007-07-23,295
2007-07-24,299
2007-07-25,319
2007-07-26,341
2007-07-27,340
2007-07-28,334
2007-07-29,320
2007-07-30,311
2007-07-31,301
2007-08-01,294
2007-08-02,292
2007-08-03,294
2007-08-04,281
2007-08-05,269
2007-08-06,265
2007-08-07,269
2007-08-08,262
2007-08-09,252
2007-08-10,312
2007-08-11,402
2007-08-12,503
2007-08-13,570
2007-08-14,557
2007-08-15,513
2007-08-16,467
2007-08-17,443
2007-08-18,424
2007-08-19,409
2007-08-20,379
2007-08-21,360
2007-08-22,360
2007-08-23,401
2007-08-24,452
2007-08-25,435
2007-08-26,379
2007-08-27,345
2007-08-28,314
2007-08-29,289
2007-08-30,267
2007-08-31,254
2007-09-01,256
2007-09-02,285
2007-09-03,325
2007-09-04,330
2007-09-05,314
2007-09-06,299
2007-09-07,287
2007-09-08,286
2007-09-09,279
2007-09-10,270
2007-09-11,261
2007-09-12,250
2007-09-13,245
2007-09-14,239
2007-09-15,230
2007-09-16,218
2007-09-17,209
2007-09-18,203
2007-09-19,201
2007-09-20,200
2007-09-21,216
2007-09-22,232
2007-09-23,227
2007-09-24,208
2007-09-25,204
2007-09-26,194
2007-09-27,191
2007-09-28,199
2007-09-29,241
2007-09-30,275
2007-10-01,282
2007-10-02,281
2007-10-03,262
2007-10-04,247
2007-10-05,236
2007-10-06,222
2007-10-07,210
2007-10-08,208
2007-10-09,206
2007-10-10,198
2007-10-11,191
2007-10-12,188
2007-10-13,183
2007-10-14,178
2007-10-15,171
2007-10-16,167
2007-10-17,159
2007-10-18,158
2007-10-19,154
2007-10-20,151
2007-10-21,145
2007-10-22,147
2007-10-23,148
2007-10-24,145
2007-10-25,140
2007-10-26,135
2007-10-27,128
2007-10-28,128
2007-10-29,121
2007-10-30,131
2007-10-31,132
2007-11-01,129
2007-11-02,123
2007-11-03,120
2007-11-04,120
2007-11-05,115
2007-11-06,113
2007-11-07,112
2007-11-08,112
2007-11-09,117
2007-11-10,130
2007-11-11,177
2007-11-12,229
2007-11-13,282
2007-11-14,336
2007-11-15,366
2007-11-16,346
2007-11-17,315
2007-11-18,290
2007-11-19,259
2007-11-20,233
2007-11-21,217
2007-11-22,207
2007-11-23,202
2007-11-24,193
2007-11-25,206
2007-11-26,245
2007-11-27,271
2007-11-28,271
2007-11-29,265
2007-11-30,258
2007-12-01,252
2007-12-02,247
2007-12-03,265
2007-12-04,316
2007-12-05,453
2007-12-06,498
2007-12-07,498
2007-12-08,505
2007-12-09,575
2007-12-10,598
2007-12-11,620
2007-12-12,632
2007-12-13,625
2007-12-14,614
2007-12-15,580
2007-12-16,529
2007-12-17,470
2007-12-18,410
2007-12-19,374
2007-12-20,346
2007-12-21,321
2007-12-22,302
2007-12-23,285
2007-12-24,267
2007-12-25,254
2007-12-26,238
2007-12-27,229
2007-12-28,219
2007-12-29,211
2007-12-30,204
2007-12-31,200
2008-01-01,198
2008-01-02,197
2008-01-03,196
2008-01-04,190
2008-01-05,178
2008-01-06,176
2008-01-07,182
2008-01-08,246
2008-01-09,318
2008-01-10,391
2008-01-11,394
2008-01-12,362
2008-01-13,343
2008-01-14,331
2008-01-15,316
2008-01-16,302
2008-01-17,290
2008-01-18,304
2008-01-19,314
2008-01-20,347
2008-01-21,383
2008-01-22,393
2008-01-23,385
2008-01-24,384
2008-01-25,395
2008-01-26,382
2008-01-27,348
2008-01-28,326
2008-01-29,302
2008-01-30,283
2008-01-31,265
2008-02-01,256
2008-02-02,255
2008-02-03,297
2008-02-04,349
2008-02-05,346
2008-02-06,327
2008-02-07,335
2008-02-08,384
2008-02-09,423
2008-02-10,399
2008-02-11,362
2008-02-12,327
2008-02-13,293
2008-02-14,275
2008-02-15,258
2008-02-16,247
2008-02-17,235
2008-02-18,225
2008-02-19,213
2008-02-20,204
2008-02-21,195
2008-02-22,192
2008-02-23,192
2008-02-24,187
2008-02-25,184
2008-02-26,178
2008-02-27,177
2008-02-28,174
2008-02-29,178
2008-03-01,186
2008-03-02,253
2008-03-03,427
2008-03-04,486
2008-03-05,474
2008-03-06,455
2008-03-07,433
2008-03-08,395
2008-03-09,361
2008-03-10,336
2008-03-11,314
2008-03-12,301
2008-03-13,327
2008-03-14,433
2008-03-15,477
2008-03-16,510
2008-03-17,523
2008-03-18,523
2008-03-19,512
2008-03-20,483
2008-03-21,456
2008-03-22,449
2008-03-23,496
2008-03-24,550
2008-03-25,543
2008-03-26,510
2008-03-27,469
2008-03-28,439
2008-03-29,426
2008-03-30,423
2008-03-31,426
2008-04-01,417
2008-04-02,399
2008-04-03,384
2008-04-04,367
2008-04-05,357
2008-04-06,357
2008-04-07,365
2008-04-08,375
2008-04-09,395
2008-04-10,394
2008-04-11,386
2008-04-12,406
2008-04-13,436
2008-04-14,501
2008-04-15,537
2008-04-16,539
2008-04-17,522
2008-04-18,499
2008-04-19,479
2008-04-20,456
2008-04-21,434
2008-04-22,421
2008-04-23,398
2008-04-24,390
2008-04-25,442
2008-04-26,502
2008-04-27,517
2008-04-28,482
2008-04-29,458
2008-04-30,424
2008-05-01,402
2008-05-02,390
2008-05-03,382
2008-05-04,372
2008-05-05,352
2008-05-06,332
2008-05-07,315
2008-05-08,305
2008-05-09,296
2008-05-10,289
2008-05-11,281
2008-05-12,276
2008-05-13,270
2008-05-14,266
2008-05-15,262
2008-05-16,263
2008-05-17,265
2008-05-18,270
2008-05-19,271
2008-05-20,271
2008-05-21,277
2008-05-22,281
2008-05-23,271
2008-05-24,261
2008-05-25,256
2008-05-26,251
2008-05-27,245
2008-05-28,244
2008-05-29,243
2008-05-30,242
2008-05-31,261
2008-06-01,279
2008-06-02,317
2008-06-03,339
2008-06-04,332
2008-06-05,331
2008-06-06,316
2008-06-07,326
2008-06-08,345
2008-06-09,351
2008-06-10,338
2008-06-11,324
2008-06-12,312
2008-06-13,303
2008-06-14,299
2008-06-15,318
2008-06-16,319
2008-06-17,317
2008-06-18,313
2008-06-19,298
2008-06-20,287
2008-06-21,284
2008-06-22,277
2008-06-23,269
2008-06-24,257
2008-06-25,252
2008-06-26,259
2008-06-27,273
2008-06-28,268
2008-06-29,257
2008-06-30,243
2008-07-01,240
2008-07-02,237
2008-07-03,242
2008-07-04,244
2008-07-05,247
2008-07-06,250
2008-07-07,253
2008-07-08,252
2008-07-09,250
2008-07-10,256
2008-07-11,253
2008-07-12,232
2008-07-13,225
2008-07-14,220
2008-07-15,219
2008-07-16,228
2008-07-17,243
2008-07-18,275
2008-07-19,294
2008-07-20,298
2008-07-21,305
2008-07-22,310
2008-07-23,292
2008-07-24,275
2008-07-25,267
2008-07-26,256
2008-07-27,249
2008-07-28,243
2008-07-29,243
2008-07-30,245
2008-07-31,227
2008-08-01,229
2008-08-02,219
2008-08-03,210
2008-08-04,218
2008-08-05,210
2008-08-06,215
2008-08-07,209
2008-08-08,200
2008-08-09,194
2008-08-10,203
2008-08-11,204
2008-08-12,195
2008-08-13,193
2008-08-14,201
2008-08-15,214
2008-08-16,260
2008-08-17,260
2008-08-18,253
2008-08-19,267
2008-08-20,290
2008-08-21,291
2008-08-22,282
2008-08-23,277
2008-08-24,284
2008-08-25,273
2008-08-26,252
2008-08-27,245
2008-08-28,233
2008-08-29,225
2008-08-30,217
2008-08-31,202
2008-09-01,192
2008-09-02,183
2008-09-03,179
2008-09-04,195
2008-09-05,201
2008-09-06,192
2008-09-07,204
2008-09-08,217
2008-09-09,210
2008-09-10,214
2008-09-11,221
2008-09-12,221
2008-09-13,219
2008-09-14,233
2008-09-15,255
2008-09-16,283
2008-09-17,325
2008-09-18,344
2008-09-19,324
2008-09-20,297
2008-09-21,275
2008-09-22,257
2008-09-23,243
2008-09-24,237
2008-09-25,227
2008-09-26,215
2008-09-27,200
2008-09-28,194
2008-09-29,183
2008-09-30,177
2008-10-01,173
2008-10-02,183
2008-10-03,194
2008-10-04,197
2008-10-05,187
2008-10-06,193
